utility,model,regime,size,rep,RelL2,beta_star
kicks3,Convex only,perturbed,180,3,0.146048,
kicks3,Additive,perturbed,180,3,0.193890,
kicks3,Smooth,not-perturbed,180,16,0.113090,11.718750
kicks3,Smooth,not-perturbed,180,18,0.110400,11.718750
kicks3,Convex only,perturbed,180,4,0.150764,
kicks3,Additive,perturbed,180,4,0.201658,
kicks3,Additive+Smooth,perturbed,180,3,0.152420,21.484375
kicks3,Smooth,not-perturbed,180,15,0.113777,11.718750
kicks3,Convex only,perturbed,180,5,0.137376,
kicks3,Additive+Smooth,perturbed,180,4,0.154760,17.578125
kicks3,Additive,perturbed,180,5,0.194961,
kicks3,Additive+Smooth,perturbed,180,5,0.151624,189.453125
kicks3,Convex only,perturbed,180,6,0.141051,
kicks3,Additive,perturbed,180,6,0.198846,
kicks3,Smooth,not-perturbed,180,17,0.134528,17.578125
kicks3,Additive+Smooth,perturbed,180,6,0.157944,22.460938
kicks3,Convex only,perturbed,180,7,0.151879,
kicks3,Additive,perturbed,180,7,0.201783,
kicks3,Smooth,not-perturbed,180,19,0.104775,11.718750
kicks3,Additive+Smooth,perturbed,180,7,0.156080,106.445312
kicks3,Convex only,perturbed,180,8,0.136902,
kicks3,Additive,perturbed,180,8,0.188406,
kicks3,Smooth,perturbed,180,1,0.108508,13.671875
kicks3,Additive+Smooth,perturbed,180,8,0.147731,80.078125
kicks3,Convex only,perturbed,180,9,0.145957,
kicks3,Additive,perturbed,180,9,0.192729,
kicks3,Smooth,perturbed,180,2,0.122927,17.578125
kicks3,Additive+Smooth,perturbed,180,9,0.144483,32.226562
kicks3,Convex only,perturbed,180,10,0.141581,
kicks3,Additive,perturbed,180,10,0.195714,
kicks3,Smooth,perturbed,180,4,0.129287,17.578125
kicks3,Smooth,perturbed,180,5,0.110870,13.671875
kicks3,Additive+Smooth,perturbed,180,10,0.150501,26.367188
kicks3,Convex only,perturbed,180,11,0.159674,
kicks3,Additive,perturbed,180,11,0.202734,
kicks3,Additive+Smooth,perturbed,180,11,0.150615,23.437500
kicks3,Convex only,perturbed,180,12,0.136527,
kicks3,Additive,perturbed,180,12,0.205082,
kicks3,Smooth,perturbed,180,3,0.127658,15.625000
kicks3,Additive+Smooth,perturbed,180,12,0.154138,22.460938
kicks3,Convex only,perturbed,180,13,0.142075,
kicks3,Additive,perturbed,180,13,0.205982,
kicks3,Smooth,perturbed,180,8,0.112376,13.671875
kicks3,Additive+Smooth,perturbed,180,13,0.149127,12.695312
kicks3,Convex only,perturbed,180,14,0.144691,
kicks3,Additive,perturbed,180,14,0.215873,
kicks3,Smooth,perturbed,180,6,0.147343,21.484375
kicks3,Additive+Smooth,perturbed,180,14,0.176334,6.835938
kicks3,Smooth,perturbed,180,9,0.129704,17.578125
kicks3,Additive,perturbed,180,15,0.195115,
kicks3,Convex only,perturbed,180,15,0.143145,
kicks3,Additive+Smooth,perturbed,180,15,0.145235,38.085938
kicks3,Convex only,perturbed,180,16,0.141095,
kicks3,Additive,perturbed,180,16,0.202278,
kicks3,Smooth,perturbed,180,7,0.125323,15.625000
kicks3,Additive+Smooth,perturbed,180,16,0.149912,37.109375
kicks3,Convex only,perturbed,180,17,0.145491,
kicks3,Additive,perturbed,180,17,0.210057,
kicks3,Smooth,perturbed,180,11,0.124604,17.578125
kicks3,Additive+Smooth,perturbed,180,17,0.153859,17.578125
kicks3,Convex only,perturbed,180,18,0.145461,
kicks3,Additive,perturbed,180,18,0.215527,
kicks3,Smooth,perturbed,180,10,0.126918,15.625000
kicks3,Additive+Smooth,perturbed,180,18,0.172098,7.812500
kicks3,Convex only,perturbed,180,19,0.155490,
kicks3,Additive,perturbed,180,19,0.187781,
kicks3,Smooth,perturbed,180,12,0.128523,15.625000
kicks3,Additive+Smooth,perturbed,180,19,0.146241,81.054688
kicks3,Convex only,not-perturbed,160,1,0.154620,
kicks3,Additive,not-perturbed,160,1,0.201948,
kicks3,Smooth,perturbed,180,15,0.117607,13.671875
kicks3,Additive+Smooth,not-perturbed,160,1,0.161398,65.429688
kicks3,Convex only,not-perturbed,160,2,0.164309,
kicks3,Additive,not-perturbed,160,2,0.188429,
kicks3,Smooth,perturbed,180,14,0.121206,15.625000
kicks3,Additive+Smooth,not-perturbed,160,2,0.141182,8.789062
kicks3,Convex only,not-perturbed,160,3,0.147379,
kicks3,Additive,not-perturbed,160,3,0.189686,
kicks3,Smooth,perturbed,180,13,0.123654,15.625000
kicks3,Additive+Smooth,not-perturbed,160,3,0.146733,10.742188
kicks3,Convex only,not-perturbed,160,4,0.150201,
kicks3,Additive,not-perturbed,160,4,0.205961,
kicks3,Smooth,perturbed,180,19,0.109489,13.671875
kicks3,Additive+Smooth,not-perturbed,160,4,0.152519,18.554688
kicks3,Convex only,not-perturbed,160,5,0.143001,
kicks3,Additive,not-perturbed,160,5,0.193796,
kicks3,Smooth,perturbed,180,16,0.122686,15.625000
kicks3,Additive+Smooth,not-perturbed,160,5,0.140449,22.460938
kicks3,Convex only,not-perturbed,160,6,0.144859,
kicks3,Additive,not-perturbed,160,6,0.197133,
kicks3,Smooth,perturbed,180,17,0.122832,15.625000
kicks3,Additive+Smooth,not-perturbed,160,6,0.154278,27.343750
kicks3,Convex only,not-perturbed,160,7,0.157799,
kicks3,Additive,not-perturbed,160,7,0.199470,
kicks3,Smooth,not-perturbed,160,1,0.124932,17.578125
kicks3,Additive+Smooth,not-perturbed,160,7,0.156825,9.765625
kicks3,Convex only,not-perturbed,160,8,0.144750,
kicks3,Additive,not-perturbed,160,8,0.185656,
kicks3,Smooth,not-perturbed,160,2,0.106535,11.718750
kicks3,Additive+Smooth,not-perturbed,160,8,0.143316,18.554688
kicks3,Convex only,not-perturbed,160,9,0.151909,
kicks3,Additive,not-perturbed,160,9,0.196164,
kicks3,Smooth,perturbed,180,18,0.109975,15.625000
kicks3,Additive+Smooth,not-perturbed,160,9,0.143433,49.804688
kicks3,Convex only,not-perturbed,160,10,0.150693,
kicks3,Additive,not-perturbed,160,10,0.181236,
kicks3,Smooth,not-perturbed,160,3,0.109680,11.718750
kicks3,Additive+Smooth,not-perturbed,160,10,0.134415,12.695312
kicks3,Convex only,not-perturbed,160,11,0.149027,
kicks3,Additive,not-perturbed,160,11,0.190632,
kicks3,Smooth,not-perturbed,160,4,0.118637,11.718750
kicks3,Smooth,not-perturbed,160,5,0.110229,11.718750
kicks3,Additive+Smooth,not-perturbed,160,11,0.141512,21.484375
kicks3,Convex only,not-perturbed,160,12,0.141819,
kicks3,Additive,not-perturbed,160,12,0.204262,
kicks3,Additive+Smooth,not-perturbed,160,12,0.156510,9.765625
kicks3,Convex only,not-perturbed,160,13,0.147055,
kicks3,Smooth,not-perturbed,160,8,0.097072,9.765625
kicks3,Additive,not-perturbed,160,13,0.210532,
kicks3,Additive+Smooth,not-perturbed,160,13,0.150247,7.812500
kicks3,Convex only,not-perturbed,160,14,0.145773,
kicks3,Additive,not-perturbed,160,14,0.193305,
kicks3,Smooth,not-perturbed,160,6,0.122726,11.718750
kicks3,Additive+Smooth,not-perturbed,160,14,0.143433,14.648438
kicks3,Convex only,not-perturbed,160,15,0.150072,
kicks3,Additive,not-perturbed,160,15,0.188695,
kicks3,Smooth,not-perturbed,160,7,0.122878,11.718750
kicks3,Additive+Smooth,not-perturbed,160,15,0.144251,19.531250
kicks3,Convex only,not-perturbed,160,16,0.141339,
kicks3,Additive,not-perturbed,160,16,0.185837,
kicks3,Smooth,not-perturbed,160,10,0.101448,9.765625
kicks3,Additive+Smooth,not-perturbed,160,16,0.143274,34.179688
kicks3,Convex only,not-perturbed,160,17,0.155663,
kicks3,Additive,not-perturbed,160,17,0.199784,
kicks3,Smooth,not-perturbed,160,9,0.117575,11.718750
kicks3,Additive+Smooth,not-perturbed,160,17,0.149310,15.625000
kicks3,Convex only,not-perturbed,160,18,0.144413,
kicks3,Additive,not-perturbed,160,18,0.209438,
kicks3,Smooth,not-perturbed,160,13,0.118053,11.718750
kicks3,Smooth,not-perturbed,160,14,0.112352,11.718750
kicks3,Convex only,not-perturbed,160,19,0.159289,
kicks3,Additive,not-perturbed,160,19,0.197732,
kicks3,Additive+Smooth,not-perturbed,160,18,0.147665,17.578125
kicks3,Additive+Smooth,not-perturbed,160,19,0.151949,8.789062
kicks3,Convex only,perturbed,160,1,0.149121,
kicks3,Additive,perturbed,160,1,0.225267,
kicks3,Smooth,not-perturbed,160,11,0.135002,15.625000
kicks3,Additive+Smooth,perturbed,160,1,0.186365,6.835938
kicks3,Convex only,perturbed,160,2,0.164633,
kicks3,Additive,perturbed,160,2,0.194614,
kicks3,Smooth,not-perturbed,160,12,0.132023,17.578125
kicks3,Additive+Smooth,perturbed,160,2,0.143776,14.648438
kicks3,Convex only,perturbed,160,3,0.150543,
kicks3,Additive,perturbed,160,3,0.193297,
kicks3,Smooth,not-perturbed,160,15,0.118223,11.718750
kicks3,Smooth,not-perturbed,160,16,0.117286,11.718750
kicks3,Convex only,perturbed,160,4,0.152219,
kicks3,Additive,perturbed,160,4,0.200601,
kicks3,Additive+Smooth,perturbed,160,3,0.148200,21.484375
kicks3,Additive+Smooth,perturbed,160,4,0.156457,23.437500
kicks3,Convex only,perturbed,160,5,0.139589,
kicks3,Additive,perturbed,160,5,0.192110,
kicks3,Smooth,not-perturbed,160,17,0.137002,17.578125
kicks3,Smooth,not-perturbed,160,18,0.113644,11.718750
kicks3,Convex only,perturbed,160,6,0.146102,
kicks3,Additive,perturbed,160,6,0.193679,
kicks3,Additive+Smooth,perturbed,160,5,0.153675,191.406250
kicks3,Additive+Smooth,perturbed,160,6,0.159770,36.132812
kicks3,Convex only,perturbed,160,7,0.157308,
kicks3,Additive,perturbed,160,7,0.204301,
kicks3,Smooth,not-perturbed,160,19,0.106661,11.718750
kicks3,Additive+Smooth,perturbed,160,7,0.158984,115.234375
kicks3,Convex only,perturbed,160,8,0.140723,
kicks3,Additive,perturbed,160,8,0.190390,
kicks3,Smooth,perturbed,160,1,0.111180,13.671875
kicks3,Additive+Smooth,perturbed,160,8,0.151826,42.968750
kicks3,Convex only,perturbed,160,9,0.156268,
kicks3,Additive,perturbed,160,9,0.195782,
kicks3,Smooth,perturbed,160,2,0.124460,17.578125
kicks3,Additive+Smooth,perturbed,160,9,0.141760,32.226562
kicks3,Convex only,perturbed,160,10,0.148615,
kicks3,Additive,perturbed,160,10,0.190102,
kicks3,Smooth,perturbed,160,5,0.110980,13.671875
kicks3,Additive+Smooth,perturbed,160,10,0.143999,11.718750
kicks3,Convex only,perturbed,160,11,0.142855,
kicks3,Additive,perturbed,160,11,0.204551,
kicks3,Smooth,perturbed,160,4,0.122784,13.671875
kicks3,Additive+Smooth,perturbed,160,11,0.152616,24.414062
kicks3,Convex only,perturbed,160,12,0.140669,
kicks3,Additive,perturbed,160,12,0.203943,
kicks3,Smooth,perturbed,160,3,0.126576,15.625000
kicks3,Additive+Smooth,perturbed,160,12,0.153811,22.460938
kicks3,Convex only,perturbed,160,13,0.148602,
kicks3,Additive,perturbed,160,13,0.199712,
kicks3,Smooth,perturbed,160,8,0.112384,13.671875
kicks3,Smooth,perturbed,160,6,0.151703,21.484375
kicks3,Additive+Smooth,perturbed,160,13,0.145097,13.671875
kicks3,Convex only,perturbed,160,14,0.147528,
kicks3,Additive,perturbed,160,14,0.205236,
kicks3,Additive+Smooth,perturbed,160,14,0.169052,6.835938
kicks3,Convex only,perturbed,160,15,0.147532,
kicks3,Additive,perturbed,160,15,0.198970,
kicks3,Smooth,perturbed,160,9,0.134461,17.578125
kicks3,Additive+Smooth,perturbed,160,15,0.147555,42.968750
kicks3,Convex only,perturbed,160,16,0.141599,
kicks3,Additive,perturbed,160,16,0.205501,
kicks3,Smooth,perturbed,160,7,0.130069,15.625000
kicks3,Additive+Smooth,perturbed,160,16,0.152099,37.109375
kicks3,Convex only,perturbed,160,17,0.148726,
kicks3,Additive,perturbed,160,17,0.214044,
kicks3,Smooth,perturbed,160,12,0.116347,13.671875
kicks3,Additive+Smooth,perturbed,160,17,0.152397,17.578125
kicks3,Convex only,perturbed,160,18,0.141041,
kicks3,Additive,perturbed,160,18,0.216955,
kicks3,Smooth,perturbed,160,11,0.127989,17.578125
kicks3,Additive+Smooth,perturbed,160,18,0.190561,5.859375
kicks3,Convex only,perturbed,160,19,0.158349,
kicks3,Additive,perturbed,160,19,0.191998,
kicks3,Smooth,perturbed,160,10,0.129253,15.625000
kicks3,Additive+Smooth,perturbed,160,19,0.148079,81.054688
kicks3,Convex only,not-perturbed,140,1,0.147476,
kicks3,Additive,not-perturbed,140,1,0.201964,
kicks3,Smooth,perturbed,160,16,0.119046,13.671875
kicks3,Additive+Smooth,not-perturbed,140,1,0.155895,47.851562
kicks3,Smooth,perturbed,160,15,0.122918,13.671875
kicks3,Additive,not-perturbed,140,2,0.177402,
kicks3,Convex only,not-perturbed,140,2,0.167929,
kicks3,Additive+Smooth,not-perturbed,140,2,0.138089,16.601562
kicks3,Convex only,not-perturbed,140,3,0.153291,
kicks3,Additive,not-perturbed,140,3,0.191661,
kicks3,Smooth,perturbed,160,14,0.124181,15.625000
kicks3,Additive+Smooth,not-perturbed,140,3,0.144672,8.789062
kicks3,Convex only,not-perturbed,140,4,0.150903,
kicks3,Additive,not-perturbed,140,4,0.212375,
kicks3,Smooth,perturbed,160,13,0.128893,15.625000
kicks3,Smooth,perturbed,160,19,0.113039,13.671875
kicks3,Convex only,not-perturbed,140,5,0.150325,
kicks3,Additive+Smooth,not-perturbed,140,4,0.150814,18.554688
kicks3,Additive,not-perturbed,140,5,0.192883,
kicks3,Additive+Smooth,not-perturbed,140,5,0.141961,19.531250
kicks3,Convex only,not-perturbed,140,6,0.149093,
kicks3,Additive,not-perturbed,140,6,0.202014,
kicks3,Smooth,not-perturbed,140,1,0.131819,17.578125
kicks3,Additive+Smooth,not-perturbed,140,6,0.154588,8.789062
kicks3,Convex only,not-perturbed,140,7,0.158349,
kicks3,Additive,not-perturbed,140,7,0.204301,
kicks3,Smooth,perturbed,160,17,0.124593,15.625000
kicks3,Additive+Smooth,not-perturbed,140,7,0.157808,9.765625
kicks3,Convex only,not-perturbed,140,8,0.146520,
kicks3,Additive,not-perturbed,140,8,0.184047,
kicks3,Smooth,not-perturbed,140,2,0.116518,11.718750
kicks3,Additive+Smooth,not-perturbed,140,8,0.143389,32.226562
kicks3,Convex only,not-perturbed,140,9,0.154935,
kicks3,Additive,not-perturbed,140,9,0.194106,
kicks3,Smooth,not-perturbed,140,3,0.113951,11.718750
kicks3,Additive+Smooth,not-perturbed,140,9,0.141077,29.296875
kicks3,Convex only,not-perturbed,140,10,0.155587,
kicks3,Additive,not-perturbed,140,10,0.181767,
kicks3,Smooth,perturbed,160,18,0.115129,15.625000
kicks3,Additive+Smooth,not-perturbed,140,10,0.134786,10.742188
kicks3,Convex only,not-perturbed,140,11,0.152404,
kicks3,Additive,not-perturbed,140,11,0.183630,
kicks3,Smooth,not-perturbed,140,4,0.116622,11.718750
kicks3,Smooth,not-perturbed,140,6,0.130697,11.718750
kicks3,Convex only,not-perturbed,140,12,0.148637,
kicks3,Additive,not-perturbed,140,12,0.212090,
kicks3,Smooth,not-perturbed,140,5,0.111734,11.718750
kicks3,Additive+Smooth,not-perturbed,140,11,0.146757,83.984375
kicks3,Convex only,not-perturbed,140,13,0.156170,
kicks3,Additive,not-perturbed,140,13,0.204918,
kicks3,Additive+Smooth,not-perturbed,140,12,0.159775,9.765625
kicks3,Additive+Smooth,not-perturbed,140,13,0.148357,28.320312
kicks3,Smooth,not-perturbed,140,7,0.128457,11.718750
kicks3,Convex only,not-perturbed,140,14,0.146873,
kicks3,Additive,not-perturbed,140,14,0.190050,
kicks3,Smooth,not-perturbed,140,8,0.102576,9.765625
kicks3,Convex only,not-perturbed,140,15,0.162403,
kicks3,Additive,not-perturbed,140,15,0.193685,
kicks3,Additive+Smooth,not-perturbed,140,14,0.138611,11.718750
kicks3,Additive+Smooth,not-perturbed,140,15,0.146628,19.531250
kicks3,Convex only,not-perturbed,140,16,0.149668,
kicks3,Additive,not-perturbed,140,16,0.188157,
kicks3,Smooth,not-perturbed,140,10,0.107685,9.765625
kicks3,Additive+Smooth,not-perturbed,140,16,0.145925,34.179688
kicks3,Convex only,not-perturbed,140,17,0.164231,
kicks3,Additive,not-perturbed,140,17,0.201352,
kicks3,Smooth,not-perturbed,140,9,0.117444,11.718750
kicks3,Additive+Smooth,not-perturbed,140,17,0.147696,16.601562
kicks3,Convex only,not-perturbed,140,18,0.141955,
kicks3,Additive,not-perturbed,140,18,0.206977,
kicks3,Smooth,not-perturbed,140,16,0.103400,9.765625
kicks3,Additive+Smooth,not-perturbed,140,18,0.147840,17.578125
kicks3,Convex only,not-perturbed,140,19,0.167498,
kicks3,Smooth,not-perturbed,140,11,0.112305,11.718750
kicks3,Additive,not-perturbed,140,19,0.185672,
kicks3,Additive+Smooth,not-perturbed,140,19,0.137106,10.742188
kicks3,Convex only,perturbed,140,1,0.155021,
kicks3,Additive,perturbed,140,1,0.228844,
kicks3,Smooth,not-perturbed,140,13,0.119974,11.718750
kicks3,Additive+Smooth,perturbed,140,1,0.183223,6.835938
kicks3,Convex only,perturbed,140,2,0.169693,
kicks3,Additive,perturbed,140,2,0.189181,
kicks3,Smooth,not-perturbed,140,14,0.116395,11.718750
kicks3,Smooth,not-perturbed,140,12,0.142753,17.578125
kicks3,Convex only,perturbed,140,3,0.154601,
kicks3,Additive+Smooth,perturbed,140,2,0.146686,51.757812
kicks3,Additive,perturbed,140,3,0.194503,
kicks3,Additive+Smooth,perturbed,140,3,0.146950,21.484375
kicks3,Convex only,perturbed,140,4,0.148724,
kicks3,Smooth,not-perturbed,140,15,0.122398,11.718750
kicks3,Additive,perturbed,140,4,0.200869,
kicks3,Additive+Smooth,perturbed,140,4,0.152965,21.484375
kicks3,Convex only,perturbed,140,5,0.143862,
kicks3,Additive,perturbed,140,5,0.196292,
kicks3,Smooth,not-perturbed,140,18,0.112656,11.718750
kicks3,Smooth,not-perturbed,140,17,0.144945,17.578125
kicks3,Convex only,perturbed,140,6,0.152982,
kicks3,Additive,perturbed,140,6,0.204971,
kicks3,Additive+Smooth,perturbed,140,5,0.155825,190.429688
kicks3,Additive+Smooth,perturbed,140,6,0.158215,18.554688
kicks3,Convex only,perturbed,140,7,0.164962,
kicks3,Additive,perturbed,140,7,0.204035,
kicks3,Smooth,not-perturbed,140,19,0.112073,11.718750
kicks3,Additive+Smooth,perturbed,140,7,0.162706,124.023438
kicks3,Convex only,perturbed,140,8,0.142915,
kicks3,Additive,perturbed,140,8,0.194310,
kicks3,Smooth,perturbed,140,1,0.119831,13.671875
kicks3,Additive+Smooth,perturbed,140,8,0.149982,36.132812
kicks3,Convex only,perturbed,140,9,0.157200,
kicks3,Additive,perturbed,140,9,0.196912,
kicks3,Smooth,perturbed,140,5,0.113937,13.671875
kicks3,Additive+Smooth,perturbed,140,9,0.150036,25.390625
kicks3,Convex only,perturbed,140,10,0.153854,
kicks3,Additive,perturbed,140,10,0.191021,
kicks3,Smooth,perturbed,140,4,0.123215,13.671875
kicks3,Additive+Smooth,perturbed,140,10,0.143766,11.718750
kicks3,Convex only,perturbed,140,11,0.148255,
kicks3,Additive,perturbed,140,11,0.207221,
kicks3,Smooth,perturbed,140,7,0.133392,13.671875
kicks3,Smooth,perturbed,140,2,0.125198,15.625000
kicks3,Convex only,perturbed,140,12,0.152968,
kicks3,Additive+Smooth,perturbed,140,11,0.159051,8.789062
kicks3,Additive,perturbed,140,12,0.206014,
kicks3,Additive+Smooth,perturbed,140,12,0.153700,22.460938
kicks3,Convex only,perturbed,140,13,0.152572,
kicks3,Additive,perturbed,140,13,0.201670,
kicks3,Smooth,perturbed,140,3,0.135239,15.625000
kicks3,Smooth,perturbed,140,8,0.119377,13.671875
kicks3,Convex only,perturbed,140,14,0.150390,
kicks3,Additive,perturbed,140,14,0.194826,
kicks3,Additive+Smooth,perturbed,140,13,0.145088,13.671875
kicks3,Additive+Smooth,perturbed,140,14,0.145431,19.531250
kicks3,Convex only,perturbed,140,15,0.160173,
kicks3,Additive,perturbed,140,15,0.202906,
kicks3,Smooth,perturbed,140,6,0.158110,21.484375
kicks3,Additive+Smooth,perturbed,140,15,0.148366,42.968750
kicks3,Convex only,perturbed,140,16,0.153273,
kicks3,Additive,perturbed,140,16,0.201291,
kicks3,Smooth,perturbed,140,9,0.137448,17.578125
kicks3,Additive+Smooth,perturbed,140,16,0.150903,25.390625
kicks3,Convex only,perturbed,140,17,0.160103,
kicks3,Additive,perturbed,140,17,0.207826,
kicks3,Smooth,perturbed,140,11,0.128574,17.578125
kicks3,Additive+Smooth,perturbed,140,17,0.155046,43.945312
kicks3,Convex only,perturbed,140,18,0.146244,
kicks3,Additive,perturbed,140,18,0.219495,
kicks3,Smooth,perturbed,140,12,0.128681,13.671875
kicks3,Additive+Smooth,perturbed,140,18,0.188737,5.859375
kicks3,Convex only,perturbed,140,19,0.166979,
kicks3,Additive,perturbed,140,19,0.188202,
kicks3,Smooth,perturbed,140,14,0.118908,13.671875
kicks3,Additive+Smooth,perturbed,140,19,0.144428,14.648438
kicks3,Convex only,not-perturbed,120,1,0.149873,
kicks3,Additive,not-perturbed,120,1,0.201219,
kicks3,Smooth,perturbed,140,16,0.120852,13.671875
kicks3,Additive+Smooth,not-perturbed,120,1,0.167041,26.367188
kicks3,Convex only,not-perturbed,120,2,0.177970,
kicks3,Additive,not-perturbed,120,2,0.176906,
kicks3,Smooth,perturbed,140,10,0.133379,15.625000
kicks3,Additive+Smooth,not-perturbed,120,2,0.131152,11.718750
kicks3,Convex only,not-perturbed,120,3,0.155471,
kicks3,Additive,not-perturbed,120,3,0.179739,
kicks3,Smooth,perturbed,140,15,0.124300,13.671875
kicks3,Additive+Smooth,not-perturbed,120,3,0.142445,32.226562
kicks3,Convex only,not-perturbed,120,4,0.158717,
kicks3,Additive,not-perturbed,120,4,0.207387,
kicks3,Smooth,perturbed,140,13,0.128724,15.625000
kicks3,Additive+Smooth,not-perturbed,120,4,0.151151,16.601562
kicks3,Convex only,not-perturbed,120,5,0.158549,
kicks3,Additive,not-perturbed,120,5,0.189918,
kicks3,Smooth,not-perturbed,120,2,0.109638,9.765625
kicks3,Additive+Smooth,not-perturbed,120,5,0.143623,95.703125
kicks3,Convex only,not-perturbed,120,6,0.156153,
kicks3,Additive,not-perturbed,120,6,0.198883,
kicks3,Smooth,perturbed,140,19,0.118517,13.671875
kicks3,Additive+Smooth,not-perturbed,120,6,0.146783,10.742188
kicks3,Convex only,not-perturbed,120,7,0.155544,
kicks3,Additive,not-perturbed,120,7,0.201817,
kicks3,Smooth,perturbed,140,17,0.129348,15.625000
kicks3,Additive+Smooth,not-perturbed,120,7,0.154310,10.742188
kicks3,Convex only,not-perturbed,120,8,0.152533,
kicks3,Smooth,not-perturbed,120,1,0.135618,15.625000
kicks3,Additive,not-perturbed,120,8,0.185407,
kicks3,Additive+Smooth,not-perturbed,120,8,0.143855,45.898438
kicks3,Convex only,not-perturbed,120,9,0.164144,
kicks3,Additive,not-perturbed,120,9,0.194185,
kicks3,Smooth,not-perturbed,120,3,0.118784,11.718750
kicks3,Additive+Smooth,not-perturbed,120,9,0.141774,8.789062
kicks3,Convex only,not-perturbed,120,10,0.157542,
kicks3,Additive,not-perturbed,120,10,0.183684,
kicks3,Smooth,not-perturbed,120,4,0.124251,11.718750
kicks3,Additive+Smooth,not-perturbed,120,10,0.132883,11.718750
kicks3,Convex only,not-perturbed,120,11,0.155640,
kicks3,Additive,not-perturbed,120,11,0.186379,
kicks3,Smooth,not-perturbed,120,5,0.115655,11.718750
kicks3,Smooth,perturbed,140,18,0.116364,15.625000
kicks3,Convex only,not-perturbed,120,12,0.154486,
kicks3,Additive,not-perturbed,120,12,0.215628,
kicks3,Additive+Smooth,not-perturbed,120,11,0.144673,85.937500
kicks3,Additive+Smooth,not-perturbed,120,12,0.157896,8.789062
kicks3,Convex only,not-perturbed,120,13,0.161084,
kicks3,Additive,not-perturbed,120,13,0.198932,
kicks3,Smooth,not-perturbed,120,8,0.105506,9.765625
kicks3,Smooth,not-perturbed,120,6,0.143958,11.718750
kicks3,Convex only,not-perturbed,120,14,0.149790,
kicks3,Additive,not-perturbed,120,14,0.191971,
kicks3,Additive+Smooth,not-perturbed,120,13,0.147031,29.296875
kicks3,Additive+Smooth,not-perturbed,120,14,0.135773,8.789062
kicks3,Convex only,not-perturbed,120,15,0.167038,
kicks3,Additive,not-perturbed,120,15,0.182530,
kicks3,Smooth,not-perturbed,120,10,0.109435,9.765625
kicks3,Additive+Smooth,not-perturbed,120,15,0.142876,17.578125
kicks3,Convex only,not-perturbed,120,16,0.151078,
kicks3,Additive,not-perturbed,120,16,0.192829,
kicks3,Smooth,not-perturbed,120,7,0.128689,11.718750
kicks3,Additive+Smooth,not-perturbed,120,16,0.139879,8.789062
kicks3,Convex only,not-perturbed,120,17,0.163512,
kicks3,Additive,not-perturbed,120,17,0.201448,
kicks3,Smooth,not-perturbed,120,9,0.126118,11.718750
kicks3,Additive+Smooth,not-perturbed,120,17,0.149002,22.460938
kicks3,Convex only,not-perturbed,120,18,0.152211,
kicks3,Additive,not-perturbed,120,18,0.209034,
kicks3,Smooth,not-perturbed,120,16,0.102775,9.765625
kicks3,Additive+Smooth,not-perturbed,120,18,0.151316,17.578125
kicks3,Convex only,not-perturbed,120,19,0.170524,
kicks3,Additive,not-perturbed,120,19,0.194552,
kicks3,Smooth,not-perturbed,120,13,0.125721,11.718750
kicks3,Smooth,not-perturbed,120,12,0.147532,17.578125
kicks3,Convex only,perturbed,120,1,0.156874,
kicks3,Additive,perturbed,120,1,0.222899,
kicks3,Additive+Smooth,not-perturbed,120,19,0.141071,12.695312
kicks3,Additive+Smooth,perturbed,120,1,0.195820,5.859375
kicks3,Convex only,perturbed,120,2,0.176910,
kicks3,Additive,perturbed,120,2,0.185567,
kicks3,Smooth,not-perturbed,120,11,0.116910,11.718750
kicks3,Smooth,not-perturbed,120,14,0.117640,11.718750
kicks3,Additive+Smooth,perturbed,120,2,0.137173,20.507812
kicks3,Convex only,perturbed,120,3,0.157282,
kicks3,Additive,perturbed,120,3,0.186499,
kicks3,Additive+Smooth,perturbed,120,3,0.133807,11.718750
kicks3,Convex only,perturbed,120,4,0.160842,
kicks3,Additive,perturbed,120,4,0.199506,
kicks3,Smooth,not-perturbed,120,15,0.127130,11.718750
kicks3,Additive+Smooth,perturbed,120,4,0.154270,20.507812
kicks3,Convex only,perturbed,120,5,0.144480,
kicks3,Additive,perturbed,120,5,0.188974,
kicks3,Smooth,not-perturbed,120,17,0.145656,17.578125
kicks3,Smooth,not-perturbed,120,18,0.116971,11.718750
kicks3,Convex only,perturbed,120,6,0.161837,
kicks3,Additive+Smooth,perturbed,120,5,0.147828,137.695312
kicks3,Additive,perturbed,120,6,0.203473,
kicks3,Additive+Smooth,perturbed,120,6,0.154797,24.414062
kicks3,Convex only,perturbed,120,7,0.156804,
kicks3,Additive,perturbed,120,7,0.202548,
kicks3,Smooth,perturbed,120,1,0.128142,13.671875
kicks3,Smooth,not-perturbed,120,19,0.113949,11.718750
kicks3,Convex only,perturbed,120,8,0.150565,
kicks3,Additive,perturbed,120,8,0.194425,
kicks3,Additive+Smooth,perturbed,120,7,0.156215,10.742188
kicks3,Additive+Smooth,perturbed,120,8,0.148170,11.718750
kicks3,Convex only,perturbed,120,9,0.172490,
kicks3,Additive,perturbed,120,9,0.197956,
kicks3,Smooth,perturbed,120,5,0.116632,13.671875
kicks3,Additive+Smooth,perturbed,120,9,0.146739,29.296875
kicks3,Convex only,perturbed,120,10,0.152773,
kicks3,Additive,perturbed,120,10,0.177327,
kicks3,Smooth,perturbed,120,4,0.131023,13.671875
