rep,training_size,model,RelL2,beta_star
14,200,Additive+Smooth,0.1208,786.6211
15,20,Additive+Smooth,0.1488,182.8125
15,40,Additive+Smooth,0.0838,73.7305
15,60,Additive+Smooth,0.1065,714.8438
15,80,Additive+Smooth,0.1003,780.7617
15,100,Additive+Smooth,0.1064,774.4141
15,120,Additive+Smooth,0.1072,783.6914
15,140,Additive+Smooth,0.1040,812.9883
15,160,Additive+Smooth,0.1138,761.7188
15,180,Additive+Smooth,0.1125,786.6211
15,200,Additive+Smooth,0.1214,9.9609
16,20,Additive+Smooth,0.1148,370.6055
16,40,Additive+Smooth,0.1228,784.6680
16,60,Additive+Smooth,0.1081,156.2500
16,80,Additive+Smooth,0.1266,794.4336
16,100,Additive+Smooth,0.0936,45.8984
16,120,Additive+Smooth,0.1001,706.5430
16,140,Additive+Smooth,0.0925,55.6641
16,160,Additive+Smooth,0.1173,630.8594
16,180,Additive+Smooth,0.1168,639.1602
16,200,Additive+Smooth,0.1102,812.0117
17,20,Additive+Smooth,0.2265,12.3047
17,40,Additive+Smooth,0.1362,772.9492
17,60,Additive+Smooth,0.1273,791.9922
17,80,Additive+Smooth,0.1212,12.8906
17,100,Additive+Smooth,0.1193,798.3398
17,120,Additive+Smooth,0.1156,771.4844
17,140,Additive+Smooth,0.1067,797.8516
17,160,Additive+Smooth,0.1086,769.0430
17,180,Additive+Smooth,0.1045,809.0820
17,200,Additive+Smooth,,
18,20,Additive+Smooth,0.1385,40.4297
18,40,Additive+Smooth,0.1217,612.3047
18,60,Additive+Smooth,0.1288,384.2773
18,80,Additive+Smooth,0.1232,731.9336
18,100,Additive+Smooth,0.1056,788.0859
18,120,Additive+Smooth,0.0900,13.1836
18,140,Additive+Smooth,0.0894,13.1836
